c,94,48,234,142,0,110
c,3318,59,3430,154,0,110
o,1698,863,2490,1213,0,110
o,1707,1209,1846,1272,0,110
s,1959,1235,2107,1448,0,110
s,1685,1313,1975,1456,0,110
s,1790,1472,1993,1673,0,110
s,2232,1224,2497,1461,0,110
o,1971,1663,2409,1740,0,110
sc,2460,1503,2683,1740,0,110
sc,836,1240,1611,1434,0,110
o,837,1170,1163,1243,0,110
o,838,1595,1316,1752,0,110
o,836,1431,1714,1586,0,110
s,830,869,1562,1155,0,110
